CustomerID,Frequency,Monetary,RECENCY,Cluster
12968.0,5,135.95,-112,3
12970.0,151,452.24000000000007,-7,0
12974.0,8,144.8,-198,2
12976.0,22,738.6,-212,2
12977.0,9,39.24,-156,2
12980.0,20,7374.9,-158,1
12981.0,20,372.2199999999999,-30,3
12982.0,28,390.53999999999996,-243,2
12984.0,4,97.5,-19,3
12987.0,28,558.7,-74,3
12988.0,92,535.3200000000002,-292,2
12989.0,64,6924.110000000001,-3,1
12990.0,13,409.5000000000001,-31,3
12991.0,31,503.76000000000005,-23,3
12993.0,27,414.75999999999993,-23,3
12994.0,61,974.42,-4,3
12995.0,3,211.32,-85,3
12997.0,59,1226.89,-22,3
12999.0,28,455.88,-196,2
13000.0,31,534.8500000000001,-107,3
13002.0,7,120.94999999999999,-318,2
13003.0,6,149.05,-106,3
13004.0,404,5655.91,-12,1
13005.0,26,513.6999999999999,-174,2
13006.0,4,81.57,-56,3
13008.0,14,229.47000000000003,-323,2
13011.0,3,50.550000000000004,-372,2
13012.0,89,1661.8400000000001,-9,0
13014.0,109,3466.2799999999997,-11,0
13015.0,176,3346.2799999999997,-53,0
13016.0,47,789.8899999999999,-73,3
13017.0,1,204.0,-7,3
13018.0,458,7277.700000000001,-16,1
13021.0,131,2616.38,-4,0
13023.0,40,689.9000000000001,-64,3
13027.0,26,6912.0,-114,1
13028.0,45,661.3200000000002,-23,3
13029.0,10,1247.5,-31,3
13030.0,99,799.4800000000001,-11,3
13032.0,71,1010.1800000000002,-52,3
13033.0,11,190.54999999999998,-357,2
13034.0,37,642.7700000000001,-55,3
13035.0,27,921.88,-74,3
13037.0,48,881.07,-138,3
13038.0,28,908.46,-80,3
13040.0,43,676.99,-9,3
13043.0,13,516.4200000000001,-273,2
13044.0,33,560.47,-291,2
13045.0,18,305.28,-99,3
13046.0,35,629.31,-31,3
13047.0,172,3237.54,-32,0
13048.0,136,1835.9099999999999,-14,0
13049.0,14,656.6800000000002,-64,3
13050.0,403,5836.860000000001,-15,1
13052.0,18,348.15000000000003,-212,2
13055.0,76,1214.41,-78,3
13058.0,8,271.4,-25,3
13059.0,8,183.4,-250,2
13060.0,15,307.53000000000003,-254,2
13061.0,10,248.61,-72,3
13062.0,11,346.98,-191,2
13064.0,69,1119.4900000000002,-13,3
13065.0,14,205.85999999999999,-373,2
13066.0,48,470.79999999999995,-24,3
13067.0,15,115.46000000000001,-82,3
13068.0,2,344.0,-10,3
13070.0,9,228.8,-192,2
13072.0,7,177.14999999999998,-267,2
13075.0,22,919.6100000000001,-130,3
13079.0,6,220.09999999999997,-4,3
13080.0,6,58.08,-179,2
13082.0,73,3613.6299999999997,-126,0
13083.0,18,303.75,-4,3
13085.0,22,416.08000000000004,-158,2
13090.0,155,8910.819999999998,-9,1
13091.0,21,345.82000000000005,-28,3
13092.0,25,477.83000000000004,-71,3
13093.0,159,7832.470000000001,-276,1
13094.0,24,1927.3200000000002,-21,3
13095.0,6,74.4,-71,3
13097.0,423,6010.419999999999,-33,1
13099.0,1,207.35999999999999,-99,3
13101.0,8,101.19,-234,2
13103.0,8,243.94,-40,3
13104.0,20,1098.48,-3,3
13106.0,1,76.5,-133,3
13107.0,58,1531.6200000000003,-44,3
13108.0,10,350.05999999999995,-373,2
13109.0,47,786.54,-60,3
13110.0,145,1488.67,-31,0
13115.0,120,2294.7799999999997,-12,0
13116.0,30,501.14,-138,3
13117.0,76,984.9100000000001,-22,3
13118.0,79,1197.81,-20,3
13120.0,1,30.599999999999998,-239,2
13121.0,50,283.72999999999996,-269,2
13122.0,55,922.39,-94,3
13124.0,235,3866.33,-90,1
13126.0,140,2099.64,-5,0
13127.0,15,259.16999999999996,-78,3
13130.0,2,64.0,-94,3
13131.0,44,1073.2999999999997,-23,3
13132.0,3,77.3,-262,2
13133.0,7,109.80000000000001,-274,2
13134.0,98,1793.5800000000002,-86,0
13135.0,1,3096.0,-197,2
13136.0,127,2607.6099999999997,-56,0
13138.0,63,962.39,-22,3
13139.0,170,5064.9400000000005,-16,1
13140.0,46,423.72,-108,3
13141.0,135,2388.75,-85,0
13142.0,23,307.0899999999999,-19,3
13144.0,3,110.94999999999999,-333,2
13145.0,6,618.52,-40,3
13146.0,17,228.91,-26,3
13147.0,4,712.8000000000001,-10,3
13148.0,319,3707.12,-29,1
13149.0,86,1676.0600000000002,-14,0
13151.0,74,1257.8700000000003,-296,2
13153.0,15,486.22,-6,3
13155.0,85,971.7600000000002,-33,3
13157.0,87,1741.2199999999998,-49,0
13158.0,79,1201.06,-95,3
13159.0,121,1437.85,-9,0
13160.0,4,91.8,-22,3
13161.0,8,112.75,-313,2
13162.0,79,1688.2899999999997,-122,0
13165.0,42,1021.48,-46,3
13166.0,41,417.20000000000005,-283,2
13167.0,65,791.3299999999999,-19,3
13168.0,131,1319.19,-36,0
13169.0,13,712.88,-64,3
13170.0,32,116.00999999999999,-27,3
13171.0,46,468.40999999999997,-22,3
13173.0,43,353.65000000000003,-4,3
13174.0,314,2817.0299999999997,-16,1
13176.0,72,492.84000000000003,-46,3
13177.0,17,282.45,-65,3
13178.0,265,5725.469999999999,-26,1
13182.0,11,121.18,-45,3
13183.0,94,3957.7800000000007,-8,0
13184.0,181,1701.29,-15,0
13185.0,1,71.4,-268,2
13186.0,79,1575.89,-40,0
13187.0,37,236.01999999999998,-337,2
13188.0,2,114.60000000000001,-11,3
13189.0,29,260.67999999999995,-19,3
13192.0,63,911.9400000000002,-95,3
13193.0,29,117.88000000000001,-61,3
13194.0,3,60.7,-136,3
13196.0,110,1797.78,-11,0
13198.0,226,3401.24,-10,1
13200.0,46,870.0900000000001,-19,3
13203.0,57,869.4599999999999,-10,3
13207.0,8,250.26000000000002,-15,3
13208.0,149,1223.9,-59,0
13209.0,321,5891.61,-30,1
13210.0,22,353.48,-94,3
13211.0,56,1197.42,-10,3
13212.0,142,788.0799999999999,-20,0
13213.0,90,1520.58,-57,0
13216.0,5,333.74,-268,2
13217.0,4,533.98,-122,3
13218.0,5,62.64,-127,3
13220.0,21,819.29,-78,3
13221.0,66,847.4100000000001,-240,2
13223.0,5,163.20000000000002,-200,2
13224.0,108,2155.9499999999994,-60,0
13225.0,32,6463.84,-3,1
13226.0,16,108.21,-273,2
13227.0,9,257.7,-202,2
13228.0,2,358.0,-81,3
13229.0,10,160.95,-226,2
13232.0,207,1357.6000000000001,-13,0
13233.0,43,605.1199999999999,-74,3
13235.0,58,1031.0700000000002,-212,2
13236.0,36,744.85,-24,3
13238.0,31,700.7299999999999,-17,3
13239.0,21,329.56,-262,2
13240.0,67,663.6500000000001,-96,3
13242.0,13,270.40000000000003,-112,3
13243.0,58,600.0700000000002,-203,2
13244.0,27,121.74,-93,3
13245.0,16,430.5,-51,3
13246.0,141,1987.3,-18,0
13247.0,25,501.11999999999995,-18,3
13248.0,26,465.67999999999995,-125,3
13249.0,23,711.41,-92,3
13253.0,36,1030.3999999999999,-157,2
13255.0,13,399.51,-9,3
13258.0,38,698.5799999999999,-12,3
13259.0,87,292.31999999999994,-62,3
13260.0,8,557.62,-61,3
13261.0,9,944.1,-269,2
13262.0,11,200.29,-263,2
13265.0,91,2107.6600000000003,-53,0
13266.0,187,3834.26,-11,1
13267.0,211,4521.49,-3,1
13268.0,440,3214.69,-18,1
13270.0,1,590.0,-366,2
13271.0,96,217.38,-37,3
13272.0,15,276.56000000000006,-31,3
13273.0,16,138.98,-113,3
13276.0,30,590.93,-64,3
13277.0,8,258.4,-16,3
13278.0,46,542.73,-41,3
13279.0,9,137.75,-78,3
13280.0,85,814.86,-122,3
13282.0,37,1132.14,-18,3
13283.0,7,93.66,-60,3
13284.0,13,201.19,-331,2
13285.0,187,2709.1200000000003,-23,0
13291.0,42,361.11,-156,2
13292.0,31,578.9399999999999,-39,3
13294.0,54,873.74,-190,2
13295.0,10,201.2,-360,2
13296.0,5,87.4,-137,3
13297.0,59,2089.85,-8,0
13299.0,5,142.5,-268,2
13300.0,20,371.89,-169,2
13301.0,81,618.09,-104,3
13302.0,1,63.75,-155,2
13304.0,21,300.41999999999996,-351,2
13305.0,81,2000.8599999999997,-4,0
13307.0,1,15.0,-120,3
13308.0,54,1385.51,-23,3
13309.0,107,1456.79,-7,0
13310.0,72,1132.0300000000002,-28,3
13311.0,26,598.57,-4,3
13313.0,78,1555.32,-22,0
13316.0,87,5977.7300000000005,-37,1
13317.0,124,2273.6800000000003,-66,0
13320.0,106,1548.6999999999998,-78,0
13321.0,11,567.36,-72,3
13322.0,25,199.48,-17,3
13323.0,21,787.8499999999999,-3,3
13324.0,75,7121.95,-36,1
13325.0,12,675.3,-82,3
13327.0,108,3627.77,-39,0
13328.0,17,1308.48,-316,2
13329.0,17,789.0,-32,3
13330.0,53,1140.93,-93,3
13332.0,21,350.9,-14,3
13334.0,268,3536.8200000000006,-82,1
13336.0,51,795.1200000000001,-77,3
13338.0,19,487.02000000000004,-158,2
13339.0,54,860.12,-201,2
13341.0,42,775.8499999999999,-261,2
13343.0,19,353.43,-178,2
13344.0,119,2543.7200000000007,-68,0
13345.0,20,389.5,-288,2
13347.0,8,341.36,-70,3
13348.0,14,233.76,-64,3
13349.0,16,247.32,-11,3
13350.0,40,979.12,-16,3
13351.0,16,373.94,-66,3
13352.0,24,397.97999999999996,-60,3
13354.0,51,743.5300000000001,-71,3
13355.0,32,674.7,-122,3
13356.0,42,768.2400000000001,-80,3
13357.0,90,609.95,-257,2
13358.0,29,439.03000000000003,-269,2
13359.0,23,439.55999999999995,-64,3
13362.0,166,3090.7400000000002,-9,0
13363.0,60,992.5,-18,3
13364.0,10,134.96,-71,3
13365.0,128,2225.37,-34,0
13366.0,1,56.160000000000004,-50,3
13368.0,29,623.4,-257,2
13369.0,14,308.28,-366,2
13370.0,39,754.8700000000001,-372,2
13372.0,23,378.63999999999993,-90,3
13373.0,158,3312.2500000000005,-61,0
13375.0,37,778.65,-89,3
13376.0,53,1019.76,-99,3
13379.0,97,572.56,-26,3
13381.0,172,3639.31,-32,0
13382.0,15,222.99,-281,2
13384.0,152,4151.93,-31,1
13385.0,35,534.5699999999999,-330,2
13388.0,35,677.1,-131,3
13389.0,51,797.9599999999999,-11,3
13390.0,13,544.08,-75,3
13391.0,1,59.8,-204,2
13395.0,21,307.71999999999997,-185,2
13396.0,43,1360.99,-29,3
13397.0,38,1544.1299999999999,-73,3
13398.0,26,457.34000000000003,-192,2
13402.0,39,621.2300000000002,-127,3
13403.0,3,75.0,-18,3
13405.0,27,572.4509999999999,-74,3
13410.0,28,1003.0600000000002,-24,3
13411.0,18,213.55,-107,3
13414.0,24,1390.5,-134,3
13416.0,19,712.5,-44,3
13417.0,28,640.83,-5,3
13418.0,304,6127.43,-12,1
13419.0,16,221.06,-63,3
13420.0,8,159.85,-150,2
13421.0,104,1851.08,-40,0
13422.0,127,2626.3,-64,0
13425.0,78,1624.2100000000003,-108,0
13427.0,29,582.6,-19,3
13428.0,74,218.46999999999997,-10,3
13429.0,67,1006.7999999999998,-11,3
13430.0,49,679.4499999999999,-19,3
13431.0,46,1269.1,-67,3
13434.0,10,534.24,-74,3
13435.0,101,3809.89,-5,0
13437.0,167,3408.0600000000004,-14,0
13439.0,54,283.71,-255,2
13441.0,13,296.64000000000004,-92,3
13447.0,59,1129.1400000000003,-23,3
13448.0,195,3539.3700000000003,-17,1
13449.0,19,291.88000000000005,-24,3
13450.0,71,2043.72,-27,0
13451.0,443,2976.15,-26,1
13452.0,2,590.0,-259,2
13453.0,17,356.97999999999996,-166,2
13455.0,46,1058.3400000000001,-25,3
13456.0,63,1766.72,-18,0
13458.0,382,9646.57,-7,1
13460.0,17,183.44,-29,3
13461.0,27,1445.0000000000002,-39,3
13462.0,9,151.5,-253,2
13464.0,41,674.6800000000001,-58,3
13466.0,17,307.90000000000003,-184,2
13467.0,99,1083.71,-11,0
13470.0,10,165.0,-99,3
13473.0,21,422.64000000000004,-61,3
13474.0,64,229.59,-236,2
13475.0,86,1431.7800000000002,-191,2
13476.0,58,1238.47,-179,2
13477.0,79,1454.5800000000002,-38,0
13479.0,15,300.95,-201,2
13481.0,109,1804.5600000000002,-46,0
13482.0,11,184.64,-232,2
13483.0,10,140.34,-66,3
13484.0,8,313.8,-241,2
13485.0,23,454.24,-233,2
13486.0,69,1122.4099999999999,-78,3
13487.0,34,575.4000000000001,-58,3
13488.0,422,8968.31,-17,1
13489.0,14,449.52,-105,3
13491.0,86,1215.8199999999997,-52,3
13494.0,18,316.26000000000005,-312,2
13495.0,48,2044.87,-8,0
13496.0,35,653.3299999999999,-11,3
13497.0,19,348.04999999999995,-283,2
13499.0,42,1159.11,-18,3
13500.0,65,1166.77,-23,3
13502.0,18,291.99999999999994,-17,3
13503.0,17,216.85000000000002,-71,3
13504.0,22,295.93000000000006,-64,3
13506.0,26,458.52,-316,2
13507.0,162,2479.16,-3,0
13508.0,12,110.97000000000003,-244,2
13509.0,44,979.72,-9,3
13512.0,15,251.20999999999998,-261,2
13513.0,10,205.09999999999997,-127,3
13514.0,4,152.20000000000002,-74,3
13515.0,59,891.12,-73,3
13516.0,44,1389.4100000000003,-21,3
13517.0,141,2128.42,-60,0
13518.0,38,659.4399999999998,-86,3
13519.0,8,122.75,-78,3
13522.0,5,125.80000000000001,-30,3
13523.0,172,3964.88,-33,1
13524.0,27,680.1800000000001,-41,3
13525.0,6,628.78,-15,3
13527.0,223,2287.51,-34,0
13529.0,15,307.76,-79,3
13531.0,22,483.80000000000007,-205,2
13532.0,66,210.30999999999995,-34,3
13533.0,76,270.79,-183,2
13538.0,25,1280.8500000000001,-43,3
13539.0,37,631.34,-86,3
13544.0,87,291.40999999999997,-40,3
13546.0,98,626.99,-12,3
13548.0,124,682.4100000000001,-96,0
13549.0,51,918.1999999999999,-26,3
13551.0,4,91.80000000000001,-319,2
13552.0,109,3740.0699999999997,-66,0
13555.0,136,4149.280000000001,-74,0
13557.0,34,584.06,-28,3
13558.0,175,605.06,-6,0
13560.0,33,174.36999999999998,-7,3
13561.0,14,141.86,-216,2
13562.0,82,1799.33,-82,0
13563.0,49,777.53,-84,3
13564.0,83,1749.0200000000004,-144,0
13565.0,38,240.22,-19,3
13566.0,176,874.71,-41,0
13568.0,44,192.85,-173,2
13569.0,85,373.74999999999994,-17,3
13570.0,27,239.49000000000004,-243,2
13571.0,341,2092.3199999999997,-13,1
13572.0,33,1384.2499999999998,-206,2
13573.0,26,294.4,-50,3
13575.0,46,732.07,-23,3
13576.0,126,6717.34,-10,1
13577.0,83,1687.6000000000001,-25,0
13579.0,23,467.0400000000001,-15,3
13581.0,10,118.0,-309,2
13583.0,53,781.03,-156,3
13584.0,24,142.4,-306,2
13587.0,8,712.4,-64,3
13588.0,174,2478.95,-16,0
13589.0,21,379.65000000000003,-15,3
13590.0,87,1981.9199999999994,-11,0
13591.0,58,1117.1299999999997,-65,3
13592.0,16,247.95999999999998,-36,3
13593.0,128,2037.0800000000002,-108,0
13594.0,26,396.97,-53,3
13596.0,166,697.0400000000001,-6,0
13598.0,40,180.17000000000002,-47,3
13600.0,19,219.51999999999998,-312,2
13601.0,99,693.32,-45,3
13602.0,23,428.89,-65,3
13603.0,27,164.34,-26,3
13606.0,43,280.53999999999996,-29,3
13607.0,98,678.0100000000001,-40,3
13610.0,226,1131.88,-12,0
13611.0,74,1171.7999999999997,-89,3
13614.0,201,1610.46,-24,0
13615.0,23,417.6900000000001,-319,2
13617.0,44,544.1800000000001,-40,3
13618.0,13,177.34,-174,2
13621.0,19,213.85,-117,3
13623.0,81,747.7800000000001,-31,3
13626.0,19,257.22999999999996,-253,2
13627.0,92,1638.47,-59,0
13629.0,59,7792.360000000001,-23,1
13630.0,71,2031.7800000000002,-5,0
13631.0,11,3070.42,-100,0
13632.0,146,2121.27,-25,0
13634.0,188,1575.1599999999999,-33,0
13635.0,62,1071.03,-68,3
13636.0,63,949.12,-37,3
13637.0,101,810.5,-52,3
13638.0,8,122.64,-16,3
13639.0,40,1033.3400000000001,-74,3
13642.0,66,354.8,-216,2
13643.0,28,519.44,-31,3
13644.0,146,2624.26,-16,0
13645.0,5,252.1,-120,3
13647.0,79,1678.1200000000001,-10,0
13649.0,23,346.6,-257,2
13650.0,96,1836.3400000000001,-17,0
13651.0,6,94.2,-35,3
13652.0,63,1095.08,-46,3
13654.0,166,2707.33,-43,0
13655.0,56,932.97,-114,3
13656.0,49,379.65000000000003,-165,2
13657.0,16,382.14,-11,3
13658.0,108,2639.1700000000005,-10,0
13659.0,104,1573.1999999999998,-206,2
13662.0,53,897.76,-86,3
13663.0,13,189.46999999999997,-179,2
13666.0,12,84.65,-60,3
13667.0,87,305.0199999999999,-149,3
13668.0,470,6363.59,-3,1
13669.0,9,218.55,-51,3
13670.0,25,349.7,-75,3
13672.0,6,186.39,-301,2
13673.0,65,396.91999999999996,-19,3
13675.0,25,486.82000000000005,-151,3
13678.0,16,232.6,-152,2
13681.0,57,827.83,-18,3
13682.0,3,59.5,-187,2
13684.0,30,67.23,-286,2
13685.0,39,3119.44,-3,0
13686.0,8,72.0,-183,2
13689.0,6,910.0,-63,3
13690.0,9,172.25,-59,3
13692.0,53,1488.32,-25,3
13695.0,90,2504.13,-31,0
13697.0,12,151.3,-39,3
13699.0,14,308.58,-155,2
13700.0,197,2265.12,-26,0
13703.0,1,99.5,-318,2
13704.0,134,2308.0600000000004,-5,0
13705.0,28,711.86,-8,3
13706.0,20,330.79,-303,2
13707.0,48,806.41,-267,2
13708.0,51,296.88,-271,2
13709.0,336,6328.05,-4,1
13710.0,8,180.48,-32,3
13711.0,13,252.06000000000003,-219,2
13712.0,10,228.83999999999997,-247,2
13715.0,105,1079.3400000000001,-281,2
13716.0,21,138.28,-269,2
13717.0,102,1445.0100000000002,-32,0
13718.0,12,306.55,-246,2
13719.0,60,1041.68,-15,3
13720.0,43,799.9,-117,3
13721.0,28,524.1400000000001,-36,3
13722.0,85,2375.41,-132,0
13723.0,6,199.85000000000002,-217,2
13725.0,104,1980.56,-50,0
13726.0,42,1079.6599999999999,-39,3
13727.0,20,333.48,-29,3
13728.0,63,1016.1400000000001,-37,3
13730.0,43,752.6,-136,3
13731.0,38,610.59,-219,2
13732.0,33,491.86000000000007,-28,3
13735.0,196,2885.2399999999993,-25,0
13736.0,191,731.8999999999999,-5,0
13737.0,30,339.6,-200,2
13739.0,3,216.9,-18,3
13740.0,23,350.75,-241,2
13741.0,34,668.4300000000001,-72,3
13742.0,321,3131.0199999999995,-17,1
13743.0,41,1341.6,-3,3
13744.0,72,1156.36,-95,3
13745.0,25,300.03999999999996,-162,2
13747.0,1,79.6,-374,2
13748.0,28,948.2499999999999,-96,3
13750.0,24,1647.26,-54,3
13751.0,9,296.25,-288,2
13752.0,76,1186.28,-124,3
13753.0,35,741.26,-288,2
13754.0,12,282.6,-152,2
13755.0,342,2161.35,-4,1
13758.0,117,3190.55,-12,0
13759.0,25,659.41,-33,3
13760.0,57,286.78999999999996,-54,3
13761.0,70,1070.65,-50,3
13762.0,7,306.72,-219,2
13763.0,15,1714.9599999999998,-63,3
13764.0,208,1521.7600000000002,-71,0
13771.0,119,2634.45,-64,0
13772.0,177,1132.13,-34,0
13774.0,22,345.0,-82,3
13778.0,9,178.7,-103,3
13780.0,57,360.01000000000005,-7,3
13781.0,17,127.84,-251,2
13782.0,115,912.0,-13,0
13784.0,31,2462.7899999999995,-10,0
13786.0,7,230.4,-367,2
13787.0,31,309.04,-76,3
13790.0,45,348.79999999999995,-4,3
13791.0,11,1516.0,-128,3
13792.0,13,195.54999999999995,-66,3
13799.0,39,688.8600000000001,-117,3
13800.0,33,558.32,-310,2
13801.0,23,324.79999999999995,-67,3
13802.0,60,4599.42,-139,0
13803.0,17,277.07000000000005,-255,2
13804.0,137,2635.79,-31,0
13805.0,13,924.5999999999999,-52,3
13806.0,10,256.38,-64,3
13807.0,7,112.6,-367,2
13808.0,76,1747.6600000000003,-6,0
13819.0,36,1140.35,-302,2
13821.0,59,385.64,-145,3
13822.0,96,632.0,-6,3
13823.0,40,957.66,-19,3
13824.0,46,1698.94,-33,3
13826.0,10,189.5,-176,2
13827.0,93,412.05,-58,3
13828.0,15,209.49000000000004,-22,3
13831.0,74,2202.99,-16,0
13832.0,3,52.199999999999996,-19,3
13833.0,29,384.7999999999999,-159,2
13835.0,55,834.57,-25,3
13837.0,19,271.24,-212,2
13838.0,174,691.7299999999999,-6,0
13841.0,1,85.0,-253,2
13842.0,206,3385.6200000000003,-59,1
13844.0,20,361.62,-11,3
13845.0,9,312.98,-65,3
13846.0,55,865.0600000000002,-25,3
13848.0,5,1255.0,-92,3
13849.0,101,1537.95,-52,0
13850.0,93,1595.4800000000002,-129,0
13851.0,81,2651.4599999999996,-96,0
13853.0,23,1090.1399999999999,-57,3
13854.0,110,8109.52,-9,1
13856.0,14,388.5,-169,2
13858.0,11,216.17000000000002,-57,3
13859.0,28,201.16,-326,2
13862.0,139,2209.36,-18,0
13863.0,20,305.78,-248,2
13865.0,30,501.56,-58,3
13866.0,7,145.67,-74,3
13867.0,61,1015.29,-31,3
13868.0,33,3192.54,-7,0
13869.0,307,3104.95,-123,1
13871.0,336,6403.25,-23,1
13873.0,23,389.59999999999997,-120,3
13874.0,18,540.45,-358,2
13875.0,104,1786.79,-54,0
13876.0,7,122.69999999999999,-64,3
13877.0,3,117.24000000000001,-86,3
13878.0,36,1281.53,-55,3
13880.0,165,3219.7700000000004,-21,0
13882.0,65,1191.13,-3,3
13883.0,142,2674.48,-11,0
13884.0,59,787.6000000000001,-7,3
13885.0,28,506.8,-189,2
13886.0,16,243.56,-71,3
13887.0,19,349.54999999999995,-204,2
13888.0,40,605.63,-120,3
13889.0,15,416.9,-93,3
13892.0,27,632.97,-27,3
13893.0,21,821.1000000000001,-298,2
13894.0,27,564.6200000000001,-24,3
13895.0,118,2593.0699999999997,-28,0
13897.0,17,311.15999999999997,-50,3
13898.0,12,155.93,-326,2
13899.0,19,388.52,-16,3
13900.0,43,740.9499999999999,-183,2
13901.0,149,2867.2,-72,0
13904.0,26,332.64000000000004,-37,3
13908.0,122,2369.55,-80,0
13911.0,148,2580.91,-57,0
13914.0,33,626.45,-12,3
13917.0,18,272.03999999999996,-50,3
13918.0,30,1212.8400000000004,-50,3
13922.0,7,172.24999999999997,-352,2
13923.0,20,351.13000000000005,-54,3
13925.0,41,678.25,-93,3
13926.0,11,223.85000000000002,-23,3
13927.0,21,348.99000000000007,-75,3
13928.0,27,464.57,-11,3
13929.0,9,842.65,-169,2
13930.0,17,337.34,-58,3
13931.0,58,1237.53,-96,3
13932.0,16,307.4,-295,2
13933.0,23,608.7899999999998,-109,3
13934.0,31,922.0999999999999,-264,2
13936.0,26,376.5799999999999,-180,2
13937.0,9,158.85,-169,2
13938.0,7,71.66,-35,3
13939.0,45,568.55,-23,3
13940.0,49,839.14,-17,3
13941.0,45,5112.96,-22,0
13946.0,11,561.57,-79,3
13947.0,5,90.6,-65,3
13948.0,3,101.99999999999999,-361,2
13949.0,160,2427.3199999999997,-3,0
13950.0,35,745.0600000000001,-11,3
13951.0,39,674.4499999999998,-176,2
13952.0,137,3251.071,-218,0
13953.0,20,3515.6799999999994,-7,0
13955.0,33,322.96,-154,2
13956.0,152,1026.42,-5,0
13959.0,92,598.1999999999999,-79,3
13960.0,12,230.22,-21,3
13962.0,11,169.55,-22,3
13963.0,35,664.5400000000001,-308,2
13967.0,2,80.7,-146,3
13971.0,149,2758.26,-19,0
13972.0,15,190.25000000000003,-71,3
13973.0,11,264.7,-287,2
13974.0,28,413.59,-49,3
13975.0,338,2526.2799999999997,-31,1
13976.0,10,357.98,-207,2
13978.0,15,196.79,-15,3
13979.0,54,869.8699999999998,-73,3
13980.0,11,200.14000000000001,-60,3
13982.0,111,1871.81,-39,0
13983.0,107,2603.4300000000003,-30,0
13984.0,16,920.51,-27,3
13985.0,349,7060.13,-4,1
13986.0,13,320.46000000000004,-17,3
13988.0,234,4147.96,-20,1
13989.0,41,1266.08,-66,3
13990.0,16,311.3,-213,2
13991.0,84,855.9700000000001,-12,3
13992.0,5,76.8,-30,3
13993.0,121,3466.3600000000006,-43,0
13994.0,155,2313.1400000000003,-4,0
13995.0,86,1393.69,-15,0
13999.0,208,3901.81,-10,1
14000.0,15,635.6600000000001,-211,2
